loan_id,application_date,age,annual_income,employment_years,loan_amount,tenure_months,interest_rate_pct,credit_score,dti_pct,prior_delinquencies,collateral_value,ltv_pct,dependents,purpose,employment_type,region,existing_loans,monthly_obligations,days_past_due,default_flag,npa_flag,risk_score,risk_band,pd_estimate
LN101098,2025-04-16,46,72700,11.6,4680000,72,9.85,711,36.6,0,7715000,60.7,1,Personal,Salaried,West,2,86347.33,0,0,0,24.08,Low,0.0232
LN101601,2025-04-17,50,66800,6.1,243000,48,10.52,670,22.6,0,178000,136.5,2,Personal,Contract,North,3,6223.97,60,1,0,32.7,Moderate,0.1366
LN100602,2025-04-17,46,58700,7.8,433000,84,10.63,652,24.3,1,291000,148.8,2,Business,Self-employed,South,1,7330.05,0,0,0,33.89,Moderate,0.1521
LN103533,2025-04-18,27,126300,7.5,436000,48,10.43,682,60.8,0,685000,63.6,0,Home,Self-employed,South,1,11148.34,0,0,0,29.08,Moderate,0.0711
LN100002,2025-04-18,44,27500,5.4,1870000,36,15.57,665,7.9,1,2160000,86.6,0,Home,Salaried,West,1,65347.36,0,0,0,23.7,Low,0.0213
LN100176,2025-04-18,38,34800,9.3,504000,60,11.64,765,37.3,0,748000,67.4,2,Business,Salaried,East,0,11119.73,0,0,0,18.7,Low,0.0112
LN104786,2025-04-18,45,71300,7.6,178000,72,12.53,690,25.7,0,125000,142.4,2,Auto,Salaried,South,1,3529.19,0,0,0,29.52,Moderate,0.0641
LN100395,2025-04-18,34,95600,2.6,502000,36,11.73,639,37.2,0,611000,82.2,3,Home,Government,East,2,16608.92,0,0,0,30.16,Moderate,0.0693
LN102546,2025-04-18,26,65400,3.5,780000,48,9.1,608,13.6,0,867000,90.0,0,Auto,Self-employed,North,2,19447.39,0,0,0,27.87,Moderate,0.0592
LN104648,2025-04-18,23,75600,11.2,277000,36,10.44,635,27.0,0,291000,95.2,1,Personal,Salaried,South,1,8995.34,0,0,0,27.97,Moderate,0.0537
LN101256,2025-04-19,53,126700,4.8,2022000,12,11.74,687,44.4,0,2355000,85.9,1,Auto,Government,East,0,179406.41,0,0,0,26.1,Moderate,0.041
LN103132,2025-04-20,22,74400,7.0,939000,72,10.68,783,37.9,0,872000,107.7,1,Education,Self-employed,South,1,17719.48,0,0,0,23.56,Low,0.0271
LN102983,2025-04-20,41,161000,6.4,1244000,60,13.37,784,24.8,1,880000,141.4,1,Education,Government,South,0,28541.0,10,0,0,24.59,Low,0.0258
LN104308,2025-04-20,36,72200,10.1,251000,48,13.04,713,33.8,1,419000,59.9,0,Personal,Salaried,South,1,6738.69,30,1,0,23.67,Low,0.0212
LN103723,2025-04-21,22,75800,4.6,1653000,72,11.01,728,30.7,1,1868000,88.5,1,Home,Contract,North,1,31471.8,0,0,0,25.12,Moderate,0.0369
LN100055,2025-04-21,46,37900,5.5,420000,36,11.33,785,5.0,0,682000,61.6,0,Home,Contract,West,0,13815.99,0,0,0,10.6,Low,0.0037
LN102273,2025-04-21,38,58300,4.0,699000,60,11.03,591,50.0,0,616000,113.5,3,Personal,Salaried,East,1,15208.41,10,0,0,36.73,Moderate,0.2338
LN102907,2025-04-21,28,56900,11.8,853000,60,8.06,708,14.8,0,760000,112.2,1,Business,Salaried,East,3,17320.27,15,0,0,26.7,Moderate,0.0326
LN100294,2025-04-21,41,122600,3.4,1717000,60,12.7,779,34.7,2,2666000,64.4,2,Home,Salaried,East,0,38803.85,0,0,0,21.14,Low,0.0124
LN100986,2025-04-22,52,44300,18.7,632000,12,11.6,769,26.1,0,434000,145.6,1,Personal,Salaried,East,0,56034.24,0,0,0,24.07,Low,0.0259
LN103757,2025-04-22,56,74900,8.1,281000,72,9.83,761,16.8,0,288000,97.6,1,Home,Salaried,North,1,5181.7,0,0,0,19.5,Low,0.0108
LN101284,2025-04-22,31,48900,6.1,498000,72,10.18,609,40.0,0,377000,132.1,0,Personal,Salaried,South,0,9271.14,0,0,0,33.97,Moderate,0.1689
LN104833,2025-04-22,44,54800,16.2,808000,84,13.57,715,9.7,0,851000,94.9,0,Home,Salaried,South,0,14950.65,0,0,0,18.58,Low,0.0094
LN103453,2025-04-22,33,48200,11.1,702000,72,14.43,732,28.4,1,573000,122.5,1,Personal,Salaried,West,3,14627.36,0,0,0,31.18,Moderate,0.0608
LN101447,2025-04-22,43,52100,8.4,459000,36,13.0,723,31.9,1,528000,86.9,0,Home,Salaried,Central,1,15465.52,0,0,0,25.46,Moderate,0.0265
LN100462,2025-04-22,32,109700,5.4,3023000,60,11.15,802,46.0,0,2203000,137.2,4,Home,Salaried,Central,0,65953.71,5,0,0,25.46,Moderate,0.0345
LN103026,2025-04-22,40,37600,7.3,711000,36,17.33,797,19.5,0,1114000,63.8,1,Auto,Salaried,North,1,25466.01,5,0,0,14.75,Low,0.0046
LN104021,2025-04-23,25,140600,5.1,226000,60,11.29,654,32.4,0,151000,149.7,0,Auto,Salaried,East,0,4946.54,0,0,0,31.83,Moderate,0.1093
LN100576,2025-04-23,40,47200,6.9,413000,24,12.75,680,44.8,0,357000,115.7,1,Education,Salaried,North,1,19586.31,0,0,0,31.2,Moderate,0.0845
LN104925,2025-04-23,33,50600,21.8,108000,84,8.89,784,18.3,0,151000,71.5,1,Business,Self-employed,West,0,1731.6,0,0,0,14.3,Low,0.0053
LN103906,2025-04-23,50,92500,6.6,210000,72,15.65,630,60.0,0,351000,59.8,2,Education,Salaried,South,0,4625.0,0,0,0,29.63,Moderate,0.0736
LN104155,2025-04-23,36,52100,15.7,262000,36,10.57,687,7.7,1,387000,67.7,2,Personal,Salaried,South,2,8524.29,15,0,0,22.27,Low,0.0141
LN101725,2025-04-24,48,115500,15.6,282000,48,10.42,781,36.8,2,402000,70.1,1,Auto,Salaried,Central,1,7209.26,0,0,0,23.69,Low,0.0144
LN100021,2025-04-24,36,45700,6.6,656000,48,13.27,807,46.6,0,535000,122.6,1,Auto,Salaried,South,0,17686.87,0,0,0,23.86,Low,0.0256
LN101744,2025-04-24,30,40200,5.5,1267000,48,13.01,697,46.0,0,1062000,119.3,4,Personal,Salaried,Central,0,33996.73,0,0,0,29.23,Moderate,0.0769
LN100186,2025-04-24,42,54500,5.7,635000,72,10.16,697,31.8,0,1090000,58.3,1,Home,Salaried,South,1,11815.21,0,0,0,21.96,Low,0.0176
LN103266,2025-04-24,30,97100,5.4,416000,72,8.41,601,24.0,1,302000,137.7,0,Auto,Self-employed,South,3,7377.39,0,0,0,38.75,Moderate,0.2456
LN101675,2025-04-25,35,94400,13.0,578000,72,13.1,595,44.4,1,476000,121.4,3,Home,Government,South,0,11633.36,75,1,0,36.52,Moderate,0.1801
LN104217,2025-04-25,34,74000,9.2,416000,72,9.48,582,43.7,0,592000,70.3,3,Home,Self-employed,South,2,7598.11,0,0,0,33.29,Moderate,0.1309
LN101380,2025-04-26,44,174500,8.5,1336000,36,10.39,663,36.7,0,1933000,69.1,2,Education,Salaried,West,1,43354.0,15,0,0,25.82,Moderate,0.0336
LN104885,2025-04-26,34,38400,4.7,585000,60,10.04,640,36.0,0,419000,139.6,2,Personal,Salaried,South,0,12441.04,120,1,1,32.28,Moderate,0.1315
LN104119,2025-04-27,29,125900,5.9,882000,60,11.97,822,9.8,0,1318000,66.9,3,Personal,Contract,Central,1,19606.23,0,0,0,11.8,Low,0.0044
LN101884,2025-04-27,38,70900,13.8,357000,72,11.12,642,49.5,0,444000,80.4,1,Business,Contract,South,1,6817.13,0,0,0,30.62,Moderate,0.1065
LN102119,2025-04-27,36,90400,7.9,139000,84,10.76,620,31.8,0,166000,83.7,1,Education,Contract,West,1,2395.6,20,0,0,28.57,Moderate,0.0774
LN101762,2025-04-27,39,75000,8.8,371000,60,11.99,693,34.5,0,414000,89.6,2,Auto,Salaried,North,2,8250.82,0,0,0,27.51,Moderate,0.0395
LN100823,2025-04-27,35,115500,5.3,652000,36,12.68,564,53.9,0,875000,74.5,1,Personal,Salaried,Central,1,21868.1,0,0,0,35.04,Moderate,0.1821
LN104328,2025-04-28,53,72400,4.0,1141000,36,13.3,716,45.5,0,1678000,68.0,0,Home,Self-employed,North,3,38609.88,0,0,0,27.99,Moderate,0.0496
LN102164,2025-04-28,52,45500,9.1,1141000,72,14.61,745,33.4,0,1518000,75.2,3,Home,Salaried,East,1,23885.46,0,0,0,21.43,Low,0.0149
LN102507,2025-04-28,49,44800,4.2,143000,60,13.46,763,28.0,1,253000,56.5,1,Personal,Salaried,Central,3,3287.46,5,0,0,22.86,Low,0.0156
LN104261,2025-04-29,35,133100,10.7,908000,72,12.64,703,5.8,0,1576000,57.6,3,Auto,Government,West,1,18055.22,0,0,0,16.37,Low,0.0062
LN102094,2025-04-29,47,89900,12.2,329000,60,6.55,676,35.6,2,547000,60.1,1,Education,Salaried,East,1,6444.97,60,1,0,28.01,Moderate,0.0341
LN102915,2025-04-29,55,65100,1.2,434000,12,14.1,715,35.2,0,638000,68.0,4,Auto,Government,Central,1,38988.03,0,0,0,22.65,Low,0.021
LN100278,2025-04-29,39,44800,8.4,525000,12,8.99,848,30.3,0,357000,147.1,1,Home,Salaried,Central,1,45909.59,20,0,0,22.54,Low,0.0175
LN104305,2025-04-29,24,101900,13.3,634000,60,12.4,755,57.8,1,811000,78.2,1,Home,Salaried,East,1,14231.47,0,0,0,28.08,Moderate,0.0374
LN103693,2025-04-29,48,61400,7.1,697000,60,11.19,762,23.3,2,861000,81.0,0,Business,Salaried,North,2,15220.6,0,0,0,24.75,Low,0.0198
LN102506,2025-04-30,65,71700,3.1,560000,72,15.21,661,32.2,1,379000,147.8,0,Business,Salaried,East,1,11905.17,180,1,1,34.89,Moderate,0.1546
LN104410,2025-04-30,32,63900,10.4,1534000,84,13.25,596,70.5,2,2418000,63.4,2,Home,Salaried,North,0,28115.39,120,1,1,37.89,Moderate,0.1951
LN102144,2025-04-30,36,75400,11.1,627000,36,13.27,626,47.3,0,968000,64.8,3,Business,Contract,North,2,21207.74,0,0,0,31.13,Moderate,0.1087
LN100714,2025-04-30,38,78600,21.9,237000,72,9.19,768,25.9,0,170000,139.4,2,Education,Salaried,North,0,4294.44,0,0,0,23.46,Low,0.0198
LN103113,2025-05-01,27,35300,9.1,280000,60,11.59,727,23.3,1,235000,119.1,1,Business,Self-employed,North,3,6170.59,15,0,0,30.08,Moderate,0.0631
LN100521,2025-05-01,43,47300,11.9,546000,36,16.01,719,59.0,2,476000,114.7,3,Auto,Contract,East,1,19198.44,0,0,0,35.87,Moderate,0.1654
LN101608,2025-05-01,41,44500,7.7,1021000,72,16.17,646,37.5,1,1478000,69.1,3,Home,Salaried,South,1,22243.04,0,0,0,28.88,Moderate,0.0498
LN103696,2025-05-02,33,200400,9.9,323000,84,11.78,795,34.0,0,474000,68.1,1,Home,Salaried,South,1,5678.0,0,0,0,18.19,Low,0.0081
LN101727,2025-05-02,45,58400,10.6,650000,60,11.3,678,28.7,0,512000,127.0,0,Personal,Government,South,0,14230.02,0,0,0,27.55,Moderate,0.0553
LN101190,2025-05-02,39,109300,3.8,433000,72,11.81,688,26.6,0,358000,120.9,2,Education,Salaried,North,0,8422.51,0,0,0,25.99,Moderate,0.0415
LN102695,2025-05-02,51,130700,2.8,552000,12,17.56,716,8.4,1,848000,65.1,0,Personal,Salaried,North,2,50491.84,0,0,0,20.62,Low,0.0125
LN102540,2025-05-02,32,87100,11.4,243000,60,9.54,655,44.0,1,391000,62.1,3,Personal,Salaried,North,1,5108.2,0,0,0,29.0,Moderate,0.0535
LN101703,2025-05-02,48,33200,4.7,493000,84,8.52,684,20.3,0,597000,82.6,0,Auto,Government,Central,1,7812.35,0,0,0,22.77,Low,0.021
LN103545,2025-05-02,41,163900,17.6,542000,72,10.85,807,57.0,0,900000,60.2,3,Education,Self-employed,South,2,10274.88,0,0,0,23.03,Low,0.0182
LN102251,2025-05-02,52,45600,7.5,467000,48,15.78,645,26.6,0,399000,117.0,3,Personal,Self-employed,North,3,13182.35,5,0,0,32.87,Moderate,0.124
LN103060,2025-05-03,41,68400,7.4,702000,48,14.01,639,36.7,3,531000,132.2,2,Business,Salaried,Central,1,19186.71,0,0,0,39.4,Moderate,0.2198
LN102952,2025-05-03,42,57100,13.7,537000,48,13.96,710,6.4,0,758000,70.8,1,Personal,Salaried,West,2,14663.55,0,0,0,19.11,Low,0.0096
LN104252,2025-05-03,40,52700,18.8,105000,72,14.58,684,33.0,0,112000,93.8,0,Education,Salaried,West,0,2196.35,0,0,0,24.77,Low,0.0269
LN100224,2025-05-04,34,266000,9.0,322000,36,12.32,717,33.6,0,266000,121.1,1,Auto,Self-employed,North,1,10744.29,0,0,0,27.54,Moderate,0.0542
LN103165,2025-05-04,22,273400,9.9,319000,48,11.31,802,37.9,1,298000,107.0,3,Education,Self-employed,West,1,8634.88,0,0,0,24.49,Low,0.0259
LN100586,2025-05-04,34,47700,12.7,807000,60,12.84,781,41.7,1,623000,129.5,2,Auto,Contract,East,1,18295.7,0,0,0,28.61,Moderate,0.0579
LN102991,2025-05-05,43,64200,5.2,476000,60,8.64,734,32.6,2,716000,66.5,2,Education,Salaried,North,1,9798.02,15,0,0,24.98,Low,0.0217
LN100655,2025-05-05,39,44200,2.2,1195000,84,11.92,850,55.7,0,1258000,95.0,3,Home,Contract,North,1,21043.92,0,0,0,22.31,Low,0.0252
LN102363,2025-05-05,48,49800,6.7,991000,72,11.76,677,35.2,0,1154000,85.9,2,Education,Self-employed,North,5,19250.78,20,0,0,33.12,Moderate,0.0926
LN103744,2025-05-05,29,174000,16.7,658000,36,14.16,731,14.6,1,745000,88.3,2,Education,Government,South,0,22540.05,0,0,0,20.05,Low,0.0103
LN100494,2025-05-05,52,79900,10.9,373000,72,7.7,717,31.8,1,309000,120.7,1,Auto,Salaried,North,2,6485.4,5,0,0,30.8,Moderate,0.0574
LN103050,2025-05-05,26,38700,4.7,1300000,72,14.25,655,18.3,0,1427000,91.1,1,Auto,Self-employed,East,1,26961.8,0,0,0,24.76,Low,0.0373
LN104995,2025-05-05,38,121400,15.1,676000,84,10.15,773,35.9,0,1091000,62.0,0,Personal,Salaried,East,0,11274.86,20,0,0,17.46,Low,0.0084
LN101394,2025-05-06,35,42100,8.0,614000,60,11.81,636,17.9,0,569000,107.9,2,Home,Salaried,North,2,13599.21,0,0,0,29.03,Moderate,0.0541
LN103452,2025-05-06,37,42500,13.0,932000,84,9.55,663,36.8,1,1565000,59.6,0,Auto,Salaried,West,1,15256.47,0,0,0,26.89,Moderate,0.0325
LN101926,2025-05-06,21,65700,9.5,382000,36,14.93,693,46.4,0,445000,85.8,2,Home,Salaried,East,4,13229.06,0,0,0,32.84,Moderate,0.0763
LN100139,2025-05-06,27,47400,6.8,218000,72,11.93,827,40.1,0,238000,91.6,2,Home,Salaried,West,2,4254.01,0,0,0,21.73,Low,0.0138
LN102100,2025-05-06,41,58500,13.7,337000,36,7.43,719,35.7,0,348000,96.8,2,Business,Contract,West,1,10471.96,0,0,0,25.42,Moderate,0.0438
LN101173,2025-05-07,37,34500,8.9,362000,60,15.0,672,21.0,0,308000,117.5,4,Business,Salaried,West,1,8611.95,30,0,0,27.04,Moderate,0.0459
LN102943,2025-05-07,36,80500,6.2,241000,36,12.16,695,25.3,1,319000,75.5,0,Home,Salaried,West,3,8023.08,0,0,0,27.82,Moderate,0.0333
LN100958,2025-05-08,43,52500,6.4,219000,84,10.24,643,36.4,0,219000,100.0,1,Home,Salaried,East,1,3662.87,30,1,0,29.91,Moderate,0.0703
LN101292,2025-05-08,38,82900,11.1,225000,60,11.75,734,44.3,0,332000,67.8,2,Business,Salaried,North,2,4976.62,0,0,0,25.11,Moderate,0.027
LN101490,2025-05-08,33,68500,18.6,230000,48,10.08,728,21.9,0,356000,64.6,3,Auto,Self-employed,West,0,5842.23,10,0,0,17.3,Low,0.0088
LN101577,2025-05-08,48,40100,3.7,377000,36,13.37,625,34.4,0,453000,83.2,1,Business,Contract,South,3,12769.91,240,1,1,32.11,Moderate,0.1274
LN104114,2025-05-09,53,65400,17.9,156000,48,12.45,659,34.3,0,145000,107.6,2,Auto,Salaried,North,1,4142.63,0,0,0,29.4,Moderate,0.0546
LN103932,2025-05-09,46,65700,7.9,716000,72,9.89,766,31.9,1,1062000,67.4,3,Home,Salaried,North,1,13224.82,0,0,0,21.23,Low,0.0124
LN104408,2025-05-09,43,53900,9.5,530000,60,15.19,660,41.1,0,707000,75.0,1,Home,Salaried,West,1,12661.58,0,0,0,27.45,Moderate,0.0438
LN104993,2025-05-10,43,31700,10.7,289000,36,10.04,750,12.3,0,489000,59.1,1,Personal,Contract,South,2,9330.65,0,0,0,17.0,Low,0.0095
LN104198,2025-05-10,21,19700,3.7,144000,72,7.04,629,64.8,1,214000,67.3,2,Personal,Salaried,East,1,2457.82,15,0,0,35.06,Moderate,0.1576
LN100152,2025-05-10,32,83400,8.7,365000,72,11.23,777,63.8,1,498000,73.3,3,Personal,Self-employed,East,0,6990.51,0,0,0,25.95,Moderate,0.0424
LN103996,2025-05-11,21,113800,15.4,333000,72,12.57,756,35.9,0,354000,94.1,1,Business,Contract,Central,1,6609.34,0,0,0,23.23,Low,0.0287
LN100593,2025-05-11,41,78100,3.7,1638000,60,11.49,673,59.4,0,2583000,63.4,1,Personal,Salaried,South,3,36015.67,0,0,0,32.59,Moderate,0.0984
LN101373,2025-05-11,23,119800,2.1,513000,72,12.32,656,19.9,0,431000,119.0,2,Auto,Government,North,1,10114.82,0,0,0,27.82,Moderate,0.053
LN100611,2025-05-12,37,151800,1.9,346000,84,12.06,652,36.1,0,335000,103.3,0,Auto,Government,West,0,6118.95,0,0,0,28.03,Moderate,0.0609
LN100744,2025-05-12,43,27800,5.0,177000,60,7.8,692,41.7,0,194000,91.2,2,Home,Government,West,1,3572.0,0,0,0,27.49,Moderate,0.0464
LN104697,2025-05-12,49,87300,1.7,564000,72,9.2,815,50.7,0,523000,107.8,2,Personal,Self-employed,South,3,10222.48,0,0,0,27.77,Moderate,0.0526
LN100686,2025-05-12,36,118700,7.6,787000,48,6.5,747,58.5,1,1135000,69.3,0,Home,Government,South,0,18663.67,0,0,0,26.08,Moderate,0.0323
LN100105,2025-05-13,42,71600,6.5,128000,60,10.52,740,14.4,0,98000,130.6,1,Home,Self-employed,North,3,2752.49,0,0,0,26.76,Moderate,0.0394
LN101538,2025-05-13,27,50700,0.6,707000,60,13.18,634,29.4,0,610000,115.9,2,Personal,Salaried,South,1,16151.64,0,0,0,30.57,Moderate,0.0959
LN102744,2025-05-13,21,78200,15.7,270000,48,11.66,729,22.8,0,344000,78.5,0,Home,Salaried,Central,0,7065.15,15,0,0,18.82,Low,0.0097
LN102300,2025-05-13,47,47300,7.1,98000,48,16.45,685,50.7,1,172000,57.0,3,Personal,Contract,West,0,2799.99,30,1,0,26.58,Moderate,0.0575
LN100526,2025-05-13,23,111200,14.2,184000,48,9.47,738,30.2,1,299000,61.5,2,Education,Government,North,1,4620.02,0,0,0,21.79,Low,0.0126
LN102733,2025-05-13,30,65100,9.9,506000,60,11.7,734,26.2,1,832000,60.8,0,Business,Government,East,1,11179.13,0,0,0,21.13,Low,0.0133
LN104072,2025-05-14,24,30200,21.1,776000,72,10.34,695,36.1,0,684000,113.5,1,Business,Salaried,Central,0,14509.46,0,0,0,26.78,Moderate,0.0403
LN101398,2025-05-14,49,99200,12.3,774000,24,14.34,670,35.0,2,822000,94.2,1,Auto,Salaried,Central,1,37286.41,0,0,0,31.62,Moderate,0.0633
LN100053,2025-05-14,44,57100,18.7,332000,84,11.71,645,45.4,1,338000,98.2,2,Personal,Salaried,Central,2,5809.34,240,1,1,35.09,Moderate,0.1188
LN103909,2025-05-14,31,90300,5.7,376000,48,12.37,740,70.4,0,352000,106.8,1,Personal,Self-employed,Central,0,9969.97,0,0,0,30.58,Moderate,0.1121
LN103431,2025-05-15,50,62600,8.7,554000,12,10.45,782,14.4,0,428000,129.4,0,Personal,Salaried,North,1,48821.43,45,1,0,21.09,Low,0.0159
LN101821,2025-05-15,39,156800,5.5,630000,60,10.98,535,20.8,0,970000,64.9,2,Auto,Self-employed,East,3,13691.44,15,0,0,32.33,Moderate,0.1104
LN101506,2025-05-15,44,119500,7.5,263000,60,13.1,713,46.0,0,323000,81.4,4,Business,Salaried,South,0,5997.53,0,0,0,24.59,Low,0.033
LN104587,2025-05-15,46,85900,7.6,310000,60,9.96,750,21.7,0,459000,67.5,2,Business,Contract,Central,0,6580.48,15,0,0,16.38,Low,0.011
LN103783,2025-05-16,27,37200,9.7,347000,60,9.03,775,46.7,0,577000,60.1,3,Personal,Self-employed,Central,0,7208.2,0,0,0,19.32,Low,0.0155
LN103150,2025-05-16,46,81300,6.0,434000,84,12.41,671,32.9,0,590000,73.6,2,Auto,Government,South,0,7756.77,0,0,0,23.42,Low,0.0257
LN103554,2025-05-17,21,102200,10.9,835000,48,11.76,714,39.0,0,850000,98.2,2,Home,Salaried,North,1,21890.49,0,0,0,26.49,Moderate,0.0355
LN102048,2025-05-17,35,35300,12.7,475000,60,9.73,745,70.7,0,374000,127.0,1,Personal,Salaried,West,0,10029.36,0,0,0,32.4,Moderate,0.112
LN103903,2025-05-17,30,70200,26.7,469000,12,11.1,701,23.9,0,338000,138.8,1,Education,Self-employed,West,3,41472.88,5,0,0,31.55,Moderate,0.0675
LN100203,2025-05-17,47,94100,10.9,317000,36,15.92,680,27.3,0,382000,83.0,0,Home,Salaried,Central,0,11132.26,0,0,0,22.76,Low,0.0214
LN104738,2025-05-17,26,101200,18.4,338000,48,9.68,768,27.8,1,371000,91.1,0,Auto,Salaried,Central,2,8520.7,20,0,0,24.34,Low,0.0164
LN102008,2025-05-18,44,124100,5.9,1111000,72,10.88,758,19.4,0,980000,113.4,0,Auto,Salaried,North,2,21078.64,0,0,0,23.42,Low,0.0199
LN101842,2025-05-18,33,159600,9.9,266000,72,10.57,731,52.3,0,176000,151.1,1,Auto,Salaried,North,2,6955.9,5,0,0,35.09,Moderate,0.1349
LN103655,2025-05-18,41,37000,2.3,472000,84,12.42,768,43.6,1,437000,108.0,0,Personal,Self-employed,Central,1,8438.48,30,0,0,27.53,Moderate,0.0555
LN100069,2025-05-18,32,74700,0.7,253000,12,14.14,699,45.1,1,357000,70.9,0,Auto,Salaried,Central,3,22732.81,10,0,0,31.1,Moderate,0.062
LN100658,2025-05-19,40,126000,1.8,413000,60,13.06,780,36.7,1,505000,81.8,1,Auto,Salaried,North,2,9409.71,0,0,0,24.56,Low,0.0215
LN102815,2025-05-19,45,69900,5.3,406000,48,9.69,722,36.3,0,648000,62.7,2,Home,Salaried,North,0,10236.87,15,0,0,20.31,Low,0.0146
LN104248,2025-05-19,42,123100,14.0,350000,72,12.38,804,24.3,0,295000,118.6,0,Auto,Salaried,North,0,6911.93,0,0,0,19.16,Low,0.0102
LN104253,2025-05-20,28,34600,15.4,385000,72,10.41,713,49.9,0,288000,133.7,1,Business,Self-employed,South,0,7212.31,0,0,0,30.6,Moderate,0.0999
LN101354,2025-05-20,33,24000,9.7,99000,60,10.7,719,18.6,1,115000,86.1,0,Business,Contract,Central,1,2137.72,0,0,0,22.93,Low,0.0262
LN101219,2025-05-20,57,125500,12.8,794000,84,12.09,683,61.0,1,1178000,67.4,1,Education,Contract,East,1,14054.51,0,0,0,31.45,Moderate,0.095
LN100625,2025-05-20,33,62000,15.2,460000,36,9.2,654,10.7,0,562000,81.9,0,Personal,Salaried,East,1,14670.73,0,0,0,22.37,Low,0.0193
LN100631,2025-05-21,52,98400,13.3,400000,60,13.08,764,62.3,0,503000,79.5,2,Auto,Self-employed,North,2,9117.62,0,0,0,28.3,Moderate,0.0494
LN100264,2025-05-21,36,115100,6.9,419000,60,10.8,844,14.2,0,533000,78.6,2,Auto,Salaried,South,2,9068.34,0,0,0,14.35,Low,0.0038
LN101562,2025-05-21,21,59200,9.0,218000,24,12.43,592,37.1,1,366000,59.6,0,Auto,Government,South,0,10305.85,0,0,0,29.04,Moderate,0.0577
LN100600,2025-05-21,45,59400,6.1,254000,36,17.29,850,30.6,0,237000,107.2,2,Education,Salaried,North,0,9092.49,0,0,0,16.84,Low,0.0074
LN103205,2025-05-22,32,52500,12.5,282000,60,8.01,798,27.6,1,247000,114.2,1,Home,Self-employed,North,1,5719.29,0,0,0,23.36,Low,0.0207
LN104294,2025-05-22,49,166000,15.8,739000,60,10.87,676,22.3,0,1036000,71.3,3,Home,Government,West,1,16019.78,0,0,0,22.47,Low,0.0169
LN102481,2025-05-22,53,74900,4.7,295000,48,12.9,650,35.9,0,363000,81.3,3,Personal,Salaried,Central,1,7899.48,0,0,0,27.56,Moderate,0.0541
LN100938,2025-05-22,40,118100,10.3,683000,60,11.9,652,17.3,0,475000,143.8,2,Personal,Salaried,West,1,15158.47,0,0,0,29.99,Moderate,0.0765
LN104148,2025-05-22,33,50700,8.3,530000,48,11.06,701,48.1,0,869000,61.0,2,Auto,Salaried,North,2,13713.58,0,0,0,26.94,Moderate,0.0355
LN104440,2025-05-22,26,28000,4.1,861000,60,11.36,708,37.6,0,1289000,66.8,1,Auto,Salaried,East,0,18875.18,0,0,0,21.72,Low,0.0192
LN102357,2025-05-23,39,58200,17.2,626000,72,9.95,628,46.2,0,855000,73.2,1,Personal,Salaried,Central,0,11581.4,0,0,0,28.31,Moderate,0.0577
LN103694,2025-05-23,46,63900,28.7,790000,60,11.81,752,58.7,0,703000,112.4,0,Home,Salaried,Central,1,17497.36,0,0,0,29.83,Moderate,0.0473
LN104210,2025-05-23,36,32400,2.5,826000,60,10.19,602,6.4,1,784000,105.4,2,Home,Contract,West,0,17627.38,0,0,0,26.95,Moderate,0.0632
LN104928,2025-05-24,26,90400,5.6,696000,84,12.69,654,26.0,0,767000,90.7,4,Business,Self-employed,Central,1,12544.6,0,0,0,26.31,Moderate,0.0526
LN104678,2025-05-24,46,74500,5.6,242000,60,10.75,753,42.4,1,196000,123.5,0,Business,Salaried,South,1,5231.54,0,0,0,29.63,Moderate,0.0608
LN102782,2025-05-25,27,68500,18.6,278000,48,13.55,733,30.2,0,378000,73.5,1,Education,Government,Central,1,7534.16,15,0,0,21.25,Low,0.0126
LN103250,2025-05-25,43,53400,8.7,135000,72,8.35,682,19.6,1,113000,119.5,1,Home,Salaried,Central,1,2390.13,0,0,0,28.43,Moderate,0.0455
LN100388,2025-05-25,47,34300,6.1,280000,36,9.75,684,12.6,0,183000,153.0,1,Education,Salaried,West,1,9001.98,0,0,0,27.97,Moderate,0.0538
LN100108,2025-05-26,40,38800,14.2,328000,36,10.97,740,35.2,1,235000,139.6,0,Business,Salaried,North,1,10733.64,5,0,0,30.49,Moderate,0.0631
LN101141,2025-05-26,50,63600,5.5,476000,72,9.54,750,49.4,2,377000,126.3,1,Personal,Salaried,Central,3,8708.28,0,0,0,36.8,Moderate,0.1382
LN101451,2025-05-26,53,103600,5.9,214000,36,12.7,595,31.4,1,250000,85.6,2,Home,Government,South,0,7179.62,0,0,0,30.34,Moderate,0.0753
LN104952,2025-05-26,45,42400,9.2,684000,36,11.19,599,16.8,0,741000,92.3,0,Home,Contract,Central,4,22454.88,120,1,1,32.54,Moderate,0.1073
LN103315,2025-05-26,42,94000,15.9,410000,48,13.54,767,44.5,0,639000,64.2,1,Home,Government,South,0,11109.48,0,0,0,19.71,Low,0.0109
LN100863,2025-05-26,54,27500,3.5,107000,36,13.45,760,30.9,1,131000,81.7,2,Personal,Salaried,Central,1,3628.49,0,0,0,22.78,Low,0.0196
LN104208,2025-05-26,30,73200,7.8,242000,72,14.27,754,25.5,1,216000,112.0,1,Auto,Salaried,North,2,5021.64,0,0,0,26.72,Moderate,0.0294
LN100909,2025-05-27,57,42200,7.7,2060000,36,14.13,691,10.9,1,3227000,63.8,2,Home,Salaried,West,3,70536.06,0,0,0,23.98,Low,0.0169
